VendorNumber__,OrderNumber__,ItemNumber__,Description__,OrderedAmount__,OrderedQuantity__,DeliveredAmount__,DeliveredQuantity__,InvoicedAmount__,InvoicedQuantity__,TaxCode__,CompanyCode__,UnitPrice__,PartNumber__,GLAccount__,CostCenter__,BudgetID__,TaxRate__,ItemCategory__,Location__,Customer__,CustomerId__
V03805,49776,3,,11.261,,,,0,0,,12,,,3260,,,.00,,Mexico,,
V03805,49776,5,,1.034,,,,0,0,,12,,,2923,,,.00,,Mexico,,
V03805,49776,6,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V00535,49803,1,,113.02,,,,0,0,,2,,,1084,,,,,Alabama : Huntsville-Distribution,,
V03804,49824,1,,50.806,,,,0,0,,12,,,2904,,,.00,,Mexico,,
V03804,49824,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03834,49825,1,,27.093,,,,0,0,,12,,,3257,,,-4.335,,Mexico,,
V03834,49825,2,IVA,4.205,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03810,49826,1,,113.137,,,,0,0,,12,,,3285,,,-18.102,,Mexico,,
V03810,49826,2,IVA,17.558,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03840,49827,1,,730.676,,,,0,0,,12,,,3285,,,-116.908,,Mexico,,
V03840,49827,2,IVA,113.398,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03490,49828,1,,28.221,,,,0,0,,12,,,3289,,,-4.516,,Mexico,,
V03490,49828,2,IVA,4.38,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03809,49829,1,,98.675,,,,0,0,,12,,,3289,,,-15.788,,Mexico,,
V03809,49829,2,IVA,15.314,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03805,49906,1,,1808.927,,,,0,0,,12,,,3472,,,.00,,Mexico,,
V03805,49906,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03845,49928,1,,156.506,,,,0,0,,12,,,3262,,,.00,,Mexico,,
V03845,49928,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03845,49929,1,,478.056,,,,0,0,,12,,,3262,,,.00,,Mexico,,
V03845,49929,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03846,49930,1,,1043.422,,,,0,0,,12,,,2921,,,.00,,Mexico,,
V03846,49930,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03847,49931,1,,2506.287,,,,0,0,,12,,,2921,,,.00,,Mexico,,
V03847,49931,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03803,49971,1,,152.417,,,,0,0,,12,,,2912,,,.00,,Mexico,,
V03803,49971,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03849,49972,1,,157.135,,,,0,0,,12,,,3280,,,-25.142,,Mexico,,
V03849,49972,2,IVA,24.387,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03808,49973,1,PAGO FACTURA 73324 LUZ GUADALUPE,331.067,,,,0,0,,12,,,3270,,,-52.971,,Mexico,,
V03808,49973,2,IVA,51.38,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03800,50016,1,PAGO F-12219 DE DHL MENSAJERIA JAVIER,21.482,,,,0,0,,12,,,3281,,,-3.437,,,,
V03800,50016,2,IVA,3.334,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03800,50017,1,,6.285,,,,0,0,,12,,,3282,,,.00,,,,
V03800,50017,2,,14.474,,,,0,0,,12,,,3283,,,.00,,,,
V03800,50017,3,,36.148,,,,0,0,,12,,,3257,,,.00,,,,
V03800,50017,4,,11.462,,,,0,0,,12,,,3284,,,.00,,,,
V03800,50017,5,,11.92,,,,0,0,,12,,,3254,,,.00,,,,
V03800,50017,6,,51.104,,,,0,0,,12,,,3281,,,.00,,,,
V03800,50017,7,,11.454,,,,0,0,,12,,,2923,,,.00,,,,
V03800,50017,8,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03828,50020,1,,20.195,,,,0,0,,12,,,3687,,,.00,,,,
V03828,50020,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V02891,50024,1,Static Mixer 250ml Cartridge 10/Pk,10.60,20,10.6,20,0,0,,19,.53,SM-250,110,,,,,Alabama : UL Huntsville-Distribution,DIAMOND BACK TRUCK COVERS,U3312
V02891,50024,2,Spot Repair Kit 250ml - BLACK,48.20,2,48.2,2,0,0,,19,24.10,Z-SRK-250BK,110,,,,,Alabama : UL Huntsville-Distribution,DIAMOND BACK TRUCK COVERS,U3312
V03828,50063,1,,54.049,,,,0,0,,12,,,3258,,,.00,,,,
V03828,50063,2,,15.804,,,,0,0,,12,,,3260,,,.00,,,,
V03828,50063,3,,51.24,,,,0,0,,12,,,3275,,,.00,,,,
V03828,50063,4,,.843,,,,0,0,,12,,,3283,,,.00,,,,
V03828,50063,5,,2.881,,,,0,0,,12,,,3254,,,.00,,,,
V03828,50063,6,,4.609,,,,0,0,,12,,,3282,,,.00,,,,
V03828,50063,7,,10.476,,,,0,0,,12,,,3283,,,.00,,,,
V03828,50063,8,,18.562,,,,0,0,,12,,,2923,,,.00,,,,
V03828,50063,9,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03808,50114,1,PAGO RECIBO 48094 LUZ KALOS,217.143,,,,0,0,,12,,,3270,,,.00,,,,
V03808,50114,2,PAGO RECIBO 48094 LUZ KALOS,33.70,,,,0,0,,12,,,2923,,,.00,,,,
V03808,50114,3,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03858,50115,1,PAGO FACTURA 53490 TELEFONO GUADALUPE,99.742,,,,0,0,,12,,,3272,,,.00,,,,
V03858,50115,2,PAGO FACTURA 53490 TELEFONO GUADALUPE,15.482,,,,0,0,,12,,,2923,,,.00,,,,
V03858,50115,3,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03807,50116,1,PAGO FACTURA 72385 DE ATT COMUNICACIONES,80.644,,,,0,0,,12,,,3255,,,-12.903,,,,
V03807,50116,2,IVA,12.515,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03859,50117,1,PAGO F-57630 CELULAR OSCAR,82.388,,,,0,0,,12,,,3255,,,.00,,,,
V03859,50117,2,PAGO F-57630 CELULAR OSCAR,9.453,,,,0,0,,12,,,2923,,,.00,,,,
V03859,50117,3,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03809,50118,1,PAGO F-488572 RECOLECCION BASURA,99.519,,,,0,0,,12,,,3289,,,-15.923,,,,
V03809,50118,2,IVA,15.445,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03804,50119,1,PAGO F-132581 POR LIJADORA,109.994,,,,0,0,,12,,,3289,,,-17.599,,,,
V03804,50119,2,IVA,17.071,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03490,50120,1,PAGO F-17138 DE OCP POR SERVICIO ALARMA,32.736,,,,0,0,,12,,,3289,,,-5.238,,,,
V03490,50120,2,IVA,5.081,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03860,50121,1,PAGO F-3617 A ADRIAN VERA POR FUMIGACION,120.47,,,,0,0,,12,,,3289,,,-19.275,,,,
V03860,50121,2,IVA,18.696,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03800,50161,1,,76.725,,,,0,0,,12,,,3281,,,.00,,,,
V03800,50161,2,,81.551,,,,0,0,,12,,,3257,,,.00,,,,
V03800,50161,3,,11.968,,,,0,0,,12,,,3283,,,.00,,,,
V03800,50161,4,,16.548,,,,0,0,,12,,,2923,,,.00,,,,
V03800,50161,5,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V00519,50194,1,BLEND: FB-716 CREEKBED 1/16",247.50,150,247.5,150,0,0,,2,1.65,CC-CUSTOM BLEND,110,,,,Coatings : Polyaspartic : Polyaspartic,Alabama : Off Site Inventory,Catonsville LINE-X,F0571
V00519,50194,2,NOTE:  TO SHIP FED EX GROUND BILL TO OUR ACCOUNT: 342878113,.00,1,0,1,0,0,,2,.00,NOTE,1867,,,,Supplies,Alabama : Off Site Inventory,,
V03806,50206,1,PAGO FACT 10277 TOTAL PLAY INTERNET GPE,210.776,,,,0,0,,12,,,3285,,,.00,,,,
V03806,50206,2,PAGO FACT 10277 TOTAL PLAY INTERNET GPE,34.339,,,,0,0,,12,,,2923,,,.00,,,,
V03806,50206,3,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03801,50285,1,,34.57,,,,0,0,,12,,,3269,,,.00,,,,
V03801,50285,2,,52.916,,,,0,0,,12,,,3283,,,.00,,,,
V03801,50285,3,,.656,,,,0,0,,12,,,3282,,,.00,,,,
V03801,50285,4,,3.059,,,,0,0,,12,,,2923,,,.00,,,,
V03801,50285,5,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03813,50286,1,PAGO FACTS PINTURAS MARTINEZ,432.15,,,,0,0,,12,,,3293,,,-69.144,,,,
V03813,50286,2,IVA,67.068,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03814,50287,1,PAGO FACTURAS ITASA 1,364.841,,,,0,0,,12,,,3293,,,-58.374,,,,
V03814,50287,2,IVA,56.622,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03814,50288,1,PAGO FACTURAS ITASA 2,253.137,,,,0,0,,12,,,3293,,,-40.502,,,,
V03814,50288,2,IVA,39.286,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03867,50301,1,PAGO F-CR43 DE CREACIONES EN ACERO CORTE PIEZAS METALICAS,290.241,,,,0,0,,12,,,3289,,,-46.439,,,,
V03867,50301,2,IVA,45.044,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03800,50306,1,REPOSICION CAJA CHICA KALOS CH 173,58.805,,,,0,0,,12,,,3257,,,.00,,,,
V03800,50306,2,REPOSICION CAJA CHICA KALOS CH 173,27.791,,,,0,0,,12,,,3281,,,.00,,,,
V03800,50306,3,REPOSICION CAJA CHICA KALOS CH 173,99.895,,,,0,0,,12,,,3283,,,.00,,,,
V03800,50306,4,REPOSICION CAJA CHICA KALOS CH 173,3.973,,,,0,0,,12,,,3254,,,.00,,,,
V03800,50306,5,REPOSICION CAJA CHICA KALOS CH 173,5.238,,,,0,0,,12,,,3284,,,.00,,,,
V03800,50306,6,REPOSICION CAJA CHICA KALOS CH 173,28.282,,,,0,0,,12,,,2923,,,.00,,,,
V03800,50306,7,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03800,50313,1,PAGO F-A2195 DE EN SERVICIOS POR REFERENCIAS SERGIO FLORES,19.904,,,,0,0,,12,,,3285,,,-3.185,,,,
V03800,50313,2,IVA,3.089,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03800,50314,1,COMISIONES BANCARIAS BANORTE MAYO 19,.419,,,,0,0,,12,,,3261,,,-.067,,,,
V03800,50314,2,IVA,.065,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V02458,50325,1,HFR-GSM MACHINE ** Standard Configuration 14ALALCCMHFR - Fixed Ratio(FR) Carbon Steel FR Power 230/3 2 Primary & 2 Hose Blue Side 120cc Pump Red Side 120cc Pump FR A&B + 1 Hose Zone CS 1:1 1 Zone Bundle 50'(15.24m) 3/8 & 3/8 3500psi,841665.00,30,112222,4,0,0,,19,28055.50,Z-S-HFR-GSM,110,,,,Equipment,Texas : UL Houston - Distribution,,
V02458,50325,2,HFR-GSM MACHINE** Glue Line System  14AAAACNNHFR - Fixed Ratio(FR) Carbon Steel FR Power 230/3 2 Primary & 2 Hose Blue Side 10cc Pump Red Side 10cc Pump FR A&B + 1 Hose Zone None,560450.00,20,56045,2,0,0,,19,28022.50,Z-S-HFR-GSM,110,,,,Equipment,Texas : UL Houston - Distribution,,
V02458,50325,3,HFR-GSM MACHINE** BLE POT FILLING  14AAAAANNHFR - Fixed Ratio(FR) Carbon Steel FR Power 230/3 2 Primary & 2 Hose Blue Side 10cc Pump Red Side 10cc Pump FR No Heat None,28022.50,1,0,0,0,0,,19,28022.50,Z-S-HFR-GSM,110,,,,Equipment,Texas : UL Houston - Distribution,,
V02458,50325,4,NOTE:  PO SUBJECT TO CUSTOMERS ABILITY TO ACCEPT EQUIPMENT,.00,1,0,1,0,0,,19,.00,NOTE,1867,,,,Supplies,Texas : UL Houston - Distribution,,
V02458,50325,5,HOSEWHIPHTD1/4X1/410'CSS,19980.00,30,2664,4,0,0,,19,666.00,G24H076,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,6,GUN P2 AUTOMATICNote: Insert and Mix Chambers listed below for converting guns to 00 and 02.,105660.00,30,14088,4,0,0,,19,3522.00,Z-G24X636,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,7,23960-00 Mix Chamber,1605.00,10,321,2,0,0,,19,160.50,GC2500,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,8,23977-00 Kit Insert Mix Chamber 00,208.20,10,41.64,2,0,0,,19,20.82,GC2510,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,9,KITMIX CHAMBERP2RND02,1605.00,10,321,2,0,0,,19,160.50,GC2502,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,10,KITINSERTMIX CHAMBER02,208.20,10,41.64,2,0,0,,19,20.82,GC2512,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,11,CGMEP0 MODULE GCA GATEWAY ASSM,10392.00,20,1039.2,2,0,0,,19,519.60,GCGMEP0,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,12,24J415 KIT MODULE GATEWAY GMS CGM.,6744.00,20,674.4,2,0,0,,19,337.20,G24J415,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,13,CABLE CANFE/FE8.0M,1164.00,20,116.4,2,0,0,,19,58.20,G121004,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,14,TOKEN GCA UPGRADEGMS HFR ADM32,307.20,4,307.2,4,0,0,,19,76.80,G16H821,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,15,255179 VALVE DISPENSE 1:1 SOFT SEATS,3984.00,2,3984,2,0,0,,19,1992.00,G255179,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,16,CGMEP0 MODULE GCA GATEWAY ASSM,10392.00,20,1039.2,2,0,0,,19,519.60,GCGMEP0,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,17,24J415 KIT MODULE GATEWAY GMS CGM.,6744.00,20,674.4,2,0,0,,19,337.20,G24J415,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,18,CABLECANMALE-FEMALE5.0M,2736.00,20,273.6,2,0,0,,19,136.80,G124003,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,19,255208 HANDLE 2K DISP VALVE ELECTRIC,8556.00,20,855.6,2,0,0,,19,427.80,G255208,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,20,DISPENCE VALVE  1:1 HARD SEAT,39840.00,20,3984,2,0,0,,19,1992.00,G255180,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,21,121005 CABLE CAN MALE/FEMALE 15.0M,1332.00,20,133.2,2,0,0,,19,66.60,G121005,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,22,CABLE CANFE/FE4.0M,750.00,20,75,2,0,0,,19,37.50,G120952,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,23,120953 CONNECTOR SPLITTER,2244.00,20,224.4,2,0,0,,19,112.20,G120953,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,24,120900 KIT PWR4W SSSR 1/4 NPT  24VDC,4404.00,20,440.4,2,0,0,,19,220.20,G120900,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,25,NOTE:  Below configuration for Standard Units,.00,1,0,1,0,0,,19,.00,NOTE,1867,,,,Supplies,Texas : UL Houston - Distribution,,
V02458,50325,26,NOTE:  Below configuration for Glue Line Units,.00,1,0,1,0,0,,19,.00,NOTE,1867,,,,Supplies,Texas : UL Houston - Distribution,,
V02458,50325,27,NOTE:  Below Configuration for BLE POT FILLING UNIT,.00,1,0,1,0,0,,19,.00,NOTE,1867,,,,Supplies,Texas : UL Houston - Distribution,,
V02458,50325,28,255179 VALVE DISPENSE 1:1 SOFT SEATS,1992.00,1,0,0,0,0,,19,1992.00,G255179,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,29,CGMEP0 MODULE GCA GATEWAY ASSM,519.60,1,0,0,0,0,,19,519.60,GCGMEP0,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,30,24J415 KIT MODULE GATEWAY GMS CGM.,337.20,1,0,0,0,0,,19,337.20,G24J415,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,31,CABLECANMALE-FEMALE5.0M,136.80,1,0,0,0,0,,19,136.80,G124003,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,32,255208 HANDLE 2K DISP VALVE ELECTRIC,427.80,1,0,0,0,0,,19,427.80,G255208,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,33,DISPENCE VALVE  1:1 HARD SEAT,1992.00,1,0,0,0,0,,19,1992.00,G255180,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,34,121005 CABLE CAN MALE/FEMALE 15.0M,66.60,1,0,0,0,0,,19,66.60,G121005,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,35,CABLE CANFE/FE4.0M,37.50,1,0,0,0,0,,19,37.50,G120952,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,36,120953 CONNECTOR SPLITTER,112.20,1,0,0,0,0,,19,112.20,G120953,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,37,120900 KIT PWR4W SSSR 1/4 NPT  24VDC,220.20,1,0,0,0,0,,19,220.20,G120900,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,38,HARNESS PWR VALVE TANK,885.60,18,0,0,0,0,,19,49.20,G123395,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,39,FITTING ELBOW MALE SWIVEL,894.24,72,0,0,0,0,,19,12.42,G112698,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,40,24C753 KIT ORIFICE ADJ 1/4  047,1717.20,18,0,0,0,0,,19,95.40,G24C753,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,41,24D225 KIT ORIFICE ADJ 1/4   ISO,1717.20,18,0,0,0,0,,19,95.40,G24D225,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,42,24E505 KIT ORIFICE BLOCK,7516.80,36,0,0,0,0,,19,208.80,G24E505,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,43,NOZZLE NEEDLE,278.64,36,0,0,0,0,,19,7.74,G112021,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,44,FITTING ELBOW MALE 1/4 NPT,315.36,36,0,0,0,0,,19,8.76,G121022,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,45,SCREW CAP SOCKET HEAD,289.44,54,0,0,0,0,,19,5.36,G115968,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,46,WASHERLOCKSPRING#8,20.52,54,0,0,0,0,,19,.38,GC2107,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50325,47,SPACERSTANDOFF1.5 LG8-32 THRD,576.72,54,0,0,0,0,,19,10.68,G124876,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V04058,50652,1,,12693.99,,,,0,0,,2,,,1350,,,,,Alabama : Huntsville-Distribution,,
V04058,50652,2,,612.83,,,,0,0,,2,,,1350,,,,,Alabama : Huntsville-Distribution,,
V04058,50652,3,,522.83,,,,0,0,,2,,,1350,,,,,Alabama : Huntsville-Distribution,,
V04058,50652,4,,522.83,,,,0,0,,2,,,1350,,,,,Alabama : Huntsville-Distribution,,
V04058,50652,5,,522.83,,,,0,0,,2,,,1350,,,,,Alabama : Huntsville-Distribution,,
V04058,50652,6,,522.83,,,,0,0,,2,,,1350,,,,,Alabama : Huntsville-Distribution,,
V04058,50652,7,,522.83,,,,0,0,,2,,,1350,,,,,Alabama : Huntsville-Distribution,,
V04058,50652,8,,521.03,,,,0,0,,2,,,1350,,,,,Alabama : Huntsville-Distribution,,
V00535,50687,1,,259.00,,,,0,0,,2,,,1084,,,,,Alabama : Huntsville-Distribution,,
V02979,50723,1,,698.64,,,,0,0,,19,,,1899,,,,,Texas : UL Houston - Distribution,,
V02979,50723,2,38294 - Terratex N12 15'x300'  500 SY,4191.75,27000,4191.75,27000,0,0,,19,.15525,Z-P-GEO-12oz OLD,110,,,,Sprayed Fabrics : GEO,Texas : UL Houston - Distribution,,
V03768,50782,2,2019 RAM 2500 4X4 Regular Cab VIN# 3C6MR5AL3KG569279Decal Installation ,161.50,1,,,0,0,,2,161.50,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V03768,50782,3,Shuttling,95.00,1,,,0,0,,2,95.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V03768,50782,4,GPS,142.50,1,,,0,0,,2,142.50,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V02801,50861,1,PFX 222V 1PH PBC 70T 10.5KW IMSERIAL:,.00,1,0,1,0,0,,19,.00,P-201341,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02801,50861,2,3/8"x50' Hose Asy HP W/TC W/Scuf,.00,1,0,1,0,0,,19,.00,PMC-200008,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02801,50861,3,MA-00040A 1/4" X 10" WHIP HOSE 3500 PSI,.00,1,0,1,0,0,,19,.00,P-MA-00040A,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02801,50861,4,AP-3 W/01 Mix/PCT-Pkg,.00,1,0,1,0,0,,19,.00,PMC201079,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02801,50861,5,Chamber/PCT Kit 00X,.00,1,0,1,0,0,,19,.00,P-KT-814-00X,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02801,50861,6,PCT 01.5 RND w/ Drills,.00,1,0,1,0,0,,19,.00,P-GU-815-01X,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,50891,1,Kitdisplace Rod Repair 120,439.80,1,439.8,1,0,0,,19,439.80,G258824,110,,,,,Texas : UL Houston - Distribution,AMERICAN INDUSTRIES DEL CENTRO SA DE CV,U3034
V00558,50892,1,PM2003 DRUMS BLACK,1983.60,1653,1983.6,1653,0,0,,2,1.20,PM200,110,,,,Chemical : Blended : Raw Material,Alabama : Huntsville-Distribution,,
V00558,50892,2,SHELF LIFE REQUIREMENT IS FOR ALL PRODUCTS SHIPPED TO HAVE A MINIMUM OF 50% SHELF LIFE REMAINING.  PRODUCTS WITH LESS THAN THIS MUST HAVE WRITTEN CONFIRMATION OF APPROVAL INCLUDING DATES AND LOT #'S OF PRODUCT PRIOR TO SHIPPING.,.00,1,0,1,0,0,,2,.00,SHELF LIFE,1867,,,,Supplies,Alabama : Huntsville-Distribution,,
V03105,50982,1,UL MPL 55 SIDE A DRUM 55 GALLON MUST BE LABELED WITH OEM LABEL,23151.20,18920,23151.20000000000688,18920,0,0,,19,1.22363636,Z-C-DULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,IXS (Netherlands) B.V. dba LINE-X of Europe,U3930
V03105,50982,2,UL MLP 55 COAT B BLACK  55 GAL DRUM MUST BE LABELED WITH OEM LABEL,24179.76,17200,24179.76,17200,0,0,,19,1.4058,Z-C-DULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,IXS (Netherlands) B.V. dba LINE-X of Europe,U3930
V03105,50982,3,bracing fee for container,300.00,,,,0,0,,19,,,1899,,,,,Texas : UL Bedford - Distribution,,
V00126,50986,1,MEND-X Concrete Repair "A" In 55Gal Drum1 DRUM,3300.00,55,3300,55,0,0,,2,60.00,MEND-X-A-55GL,110,,,,Coatings : Polyaspartic : Polyaspartic,Alabama : Huntsville-Distribution,,
V00126,50986,2,MEND-X Concrete Repair "B" In 55Gal Drum1 DRUM,3300.00,55,3300,55,0,0,,2,60.00,MEND-X-B-55GL,110,,,,Coatings : Polyaspartic : Polyaspartic,Alabama : Huntsville-Distribution,,
V02458,51016,1,Kitdisplace Rod Repair 120,439.80,1,439.8,1,0,0,,19,439.80,G258824,110,,,,,Texas : UL Houston - Distribution,AMERICAN INDUSTRIES DEL CENTRO SA DE CV,U3034
V03909,51121,1,,299.13,,,,0,0,,19,,,1083,,,,,Texas : UL Houston - Distribution,,
V03909,51121,2,,532.50,,,,0,0,,19,,,1083,,,,,Texas : UL Houston - Distribution,,
V03909,51121,3,,95.00,,,,0,0,,19,,,1079,,,,,Texas : UL Houston - Distribution,,
V03909,51121,4,,30.00,,,,0,0,,19,,,1083,,,,,Texas : UL Houston - Distribution,,
V03909,51121,5,,45.22,,,,0,0,,19,,,1083,,,,,Texas : UL Houston - Distribution,,
V03909,51121,6,,59.94,,,,0,0,,19,,,1083,,,,,Texas : UL Houston - Distribution,,
V03909,51121,7,,45.90,,,,0,0,,19,,,1083,,,,,Texas : UL Houston - Distribution,,
V02458,51141,1,KIT NOZZLEPRESS FEED.055,302.61,7,302.61,7,0,0,,19,43.23,G289064,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,51141,2,258768 KIT HOUSINGM HYD ROD SEAL,2692.80,8,2692.8,8,0,0,,19,336.60,G258768,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,51141,3,GASKET STRAINER WYE INLET,585.00,65,585,65,0,0,,19,9.00,G15H200,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
